,NPM,Judul,Abstrak,jurusan
77,060411100830,Sistem Informasi Manajemen Beasiswa Fakultas Teknik Universitas Trunojoyo dengan menggunakan Metode F--AHP,"Sesuai dengan peraturan yang telah ditentukan oleh pihak pemberi beasiswa terhadap penerima beasiswa, maka diperlukan kriteria-kriteria untuk menentukan siapa yang akan terpilih untuk menerima beasiswa. Pembagian beasiswa dilakukan oleh beberapa lembaga untuk membantu seseorang yang kurang mampu ataupun berprestasi selama menempuh studi. Untuk membantu penentuan dalam menetapkan seseorang yang layak menerima beasiswa maka dibutuhkan Multiple Criteria Decision Making (MCDM) untuk mempertimbangkan nilai terbesar dalam memperoleh factor kompleks yang berdasarkan pada asumsi sifat subyektifnya lebih banyak. Fuzzy Analytic Hierarchy Process (FAHP) merupakan penggabungan metode Analitic Hierarchy Proses dengan pendekatan Fuzzy yang relatif terbaru yang cocok dengan permasalahan yang berhubungan dengan sistem saling ketergantungan, dan ini sangat efisien dan relevan jika sistem di gunakan serta di berlakukan di fakultas teknik universitas trunojoyo dengan beberapa faktor kriteria dan subkriteria serta skala perbandingan berpasangan yang di ajukan oleh stakeholder, untuk menganalisa validitas penerima beasiswa. Berdasarkan hasil uji coba sistem, terdapat perbedaan selisih hasil rekomendasi dari sistem, terhadap data aktual, dan dari beberapa beasiswa yang ada, beasiswa magang  yang dapat di analisa dengan perolehan 70,58 %.Kata kunci : FAHP, Pengambilan keputusan multi kriteria, seleksi beasiswa.",Teknik Informatika
78,070411100006,PENERAPAN ALGORITMA GREEDY PADA STRATEGI SERANG UNIT PLAYER DALAM GAME TOWER DEFENSE,,Teknik Informatika
79,080411100031,RANCANG BANGUN APLIKASI MEDIA PEMBELAJARAN HURUF ALFABET UNTUK PERANGKAT MOBILE ANDROID,"Media pembelajaran merupakan salah satu solusi untuk mempermudah penyampaian pesan yang dimaksud dalam sebuah materi pembelajaran karena akan mempercepat anak didik untuk memahami pelajaran atau materi yang dimaksud. Penggunaan perangkat mobile berbasis sistem operasi Android sebagai media pembelajaran sudah banyak dikembangkan karena aplikasinya memiliki tampilan yang user friendly dengan interaksi layar sentuh yang  menarik untuk selalu digunakan terutama oleh anak-anak.Dalam media pembelajaran yang dikembangkan, terdapat pengenalan pola dari karakter alfabet yang berfungsi untuk menguji pemahaman karakter dari pengguna setelah mempelajari bentuknya lewat tutorial. Pengujian dilakukan secara langsung dengan menuliskan bentuk dari huruf kapital. Dengan menggunakan mesin pengenalan pola yang telah dikembangkan oleh Tesseract, mesin open source yang umum digunakan sebagai Optical Character Recognition (OCR) akan dilakukan koreksi dari huruf kapital yang ditulis.Aplikasi media pembelajaran berfungsi dengan baik pada perangkat dengan berfungsinya semua tombol dan atribut aplikasi. Mesin Tesseract yang digunakan memiliki tingkat akurasi pengenalan 100% pada huruf kapital dengan jenis Arial, Calibri dan Times New Roman. Selain itu aplikasi tersebut juga memiliki respon postif dari anak-anak yang telah menggunakannya. 100% dari sampel uji coba menyatakan bahwa aplikasi tersebut menarik dan membantu dalam mengenal huruf alfabet.",Teknik Informatika
80,060411100741,Pencarian String Menggunakan Algoritma Boyer Moore Pada Dokumen,"Proses pencarian merupakan salah satu kegiatan penting dalam pemrosesan data. Proses pencarian dapat menghabiskan waktu jika ruang pencariannya besar, karena",Teknik Informatika
81,090411100131,RANCANG BANGUN APLIKASI SISTEM PELAPORAN DAN INFORMASI KONDISI JALAN BERBASIS MOBILE ANDROID,"Jalan raya merupakan prasarana transportasi yang sangat vital di setiap daerah. Baik wilayah perkotaan maupun pedesaan, jalan raya menjadi prasarana penunjang yang utama bagi keberlangsungan aktivitas masyarakat. Sebagai usaha untuk tetap menjaga stabilitas prasarana masyarakat ini diperlukan proses pengelolaan data kondisi jalan yang baik. Namun, saat ini proses pencatatan dan pemetaan kondisi jalan masih dilakukan secara manual. Proses tersebut menyebabkan hasil survey memiliki keakuratan data maupun hasil pemetaan yang kurang baik. Demi melakukan perbaikan terkait proses pengelolaan data kondisi jalan telah dikembangkan sebuah aplikasi yang mampu membantu dalam proses pengelolaan data kondisi jalan. Aplikasi ini memiliki dua fungsi utama yaitu untuk membantu dalam melakukan proses survey kondisi jalan dan pemetaan kondisi jalan. Proses pencatatan dilakukan dengan menandai titik awal dan akhir ruas jalan kemudian menentukan kondisi ruas jalan tersebut. Dalam melakukan proses pemetaan kondisi jalan, aplikasi ini dilengkapi dengan peta Google sebagai peta dasar, sehingga dapat memberikan hasil pemetaan kondisi jalan dengan tingkat akurasi yang baik. Dengan menggunakan aplikasi Android dan Google Maps pemetaan kondisi jalan di Kabupaten Bangkalan dapat diimplementasikan dengan baik dengan tingkat akurasi posisi dalam peta Google yang bervariasi dengan nilai akurasi terburuk 11 meter dan akurasi terbaik 1 meter.",Teknik Informatika
82,090411100007,Aplikasi Personalisasi Hints Soal Ujian dengan Menggunakan Frequents Pattern Growth,"Perkembangan e-learning pada saat ini sudah terbilang pesat, hampir semua pihak telah mengerti e-learning. SMPN 2 Larangan adalah contoh sekolah yang sempat menggunakan elearning dalam suatu mata pelajaran. Namun, pengajar hanya memanfaatkan untuk mengambil nilai dari ujian yang diberikan. Oleh karenanya, dalam penelitian ini akan menggunakan data-data yang dianggap tidak penting untuk membantu para pengajar dalam mengukur perkembangan dan membantu siswa dalam mengerjakan soal yang dianggap sulit. Mata pelajaran yang digunakan dalam e-learning ini adalah matematika. Matematika merupakan salah satu mata pelajaran yang dianggap sulit oleh sebagian siswa, karenanya dengan aplikasi ini akan sedikit membantu siswa dalam mengerjakan soal. Algoritma yang digunakan dalam aplikasi ini adalah frequent pattern growth, yaitu algoritma dalam association rules untuk mencari hubungan kombinasi dari setiap data.  Data yang digunakan adalah jawaban salah dari 120 siswa. Soal terdiri dari 200 nomor dari 20 materi yang ada. Dalam penelitian ini, data dipecah menjadi 5, yaitu data dari 5 murid, 25, 50, 75, 100 dan 120 murid. Hasil penelitian dari pembagian data tersebut, diketahui bahwa semakin banyak data, maka kombinasi itemset yang terbentuk juga akan semakin banyak, dan waktu proses juga akan semakin lama. Namun, semakin besar minimum support yang diinputkan, maka kombinasi yang terbentuk akan semakin sedikit. ",Teknik Informatika
83,080411100096,ANALISA KESESUAIAN PENEMPATAN PEGAWAI NEGERI SIPIL TENAGA PENDIDIKAN BERBASIS GIS MENGGUNAKAN METODE NAÃVE BAYESIAN,"Kesesuaian penempatan merupakan hal yang sangat penting dalam penyediaan tenaga pendidik suatu instansi sekolah. Penempatan tenaga pendidik yang tepat pada jabatan/posisi yang tepat akan membentuk kepuasan secara psikologis kepada tenaga pendidik, akhirnya akan melahirkan motivasi dan kreatifitas kerja yang tinggi. Penelitian ini membahas tentang sistem yang dapat menganalisa kesesuaian penempatan Pegawai Negeri Sipil(PNS) Tenaga Pendidik berbasis Geographic Information System (GIS), sehingga penempatan PNS tenaga pendidik dapat dianalisa kesesuaian penempatannya serta dipetakan menurut instansi sekolah masing-masing guna mengetahui jarak antara instansi dengan alamat rumah PNS. Sistem ini dibangun menggunakan google map untuk pemetaanya dan metode NaÃ¯ve Bayes untuk menganalisa kesesuaian penempatan PNS tenaga pendidik, yang memprediksi probabilitas di masa depan berdasarkan pengalaman dimasa sebelumnya. Atribut yang digunakan adalah Jenis Kelamin, Golongan, Tingkat Pendidikan, Jarak Rumah. Output dari sistem ini berupa analisa kesesuaian penempatan PNS. Untuk menghitung keakurasian menggunakan 150 data dengan ujicoba sebanyak 3 kali. Dari ujicoba tersebut menghasilkan akurasi tertinggi 93% dengan data training sebnyak 120 dan data ujicoba 40. Hasil dari penelitian ini adalah metode NaÃ¯ve Bayes dapat diaplikasikan untuk menentukan status kesesuaian penempatan PNS tenaga pendidik. Dengan dibuatnya aplikasi analisa ini data pegawai negeri sipil tenaga pendidik dapat dipetakan menurut instansi sekolah masing-masing untuk kemudian dapat di analisa efektifitas penempatannya dengan metode NaÃ¯ve Bayes.",Teknik Informatika
84,090411100134,Analisa Klasifikasi Vendor Project Procurement Management Menggunakan Naive Bayes Classifier,"PPM (Project Procurement Management) sangat diperlukan dalam meningkatkan daya saing perusahaan.Performance vendor dalam PPM dibutuhkan untuk dapat mengukur kinerja vendor yang terlibat dalam PPMatau menejemen pengadaan proyek. Berjalan atau tidaknya sebuah proyek dapat dilihat dari menejemenpengadaan atau tim procurement dalam memenuhi kebutuhan proyek yang direncanakan. Pada penelitian kaliini akan diusulkan penggunaan metode naÃ¯ve bayes classifier untuk mengklasifikasikan performance vendordalam PPM berbasis PMBOK (Project Management Body Of Knowledge). NBC (NaÃ¯ve bayesian classifier)adalah salah satu metode sederhana yang dapat membentuk suatu pengklasifikasian standar denganmenggunakan teori probabilitas sebagai dasar teori. Terdapat beberapa kriteria yang digunakan berdasarkanPMdoc (Project Management doc). Dari sistem ini akan dapat mengetahui kinerja vendor dalam 3 kategoriyaitu memuaskan, cukup memuaskan, tidak memuaskan.",Teknik Informatika
85,060411100854,APLIKASI XNA GAME STUDIO 3.0 DALAM GAME ROLE PLAYING GAME (RPG) DUA DIMENSI MENGGUNAKAN METODE TURN BASED SYSTEM,,Teknik Informatika
86,090411100063,ANALISA FAKTOR PADA FELDER-SILVERMAN LEARNING STYLE DIMENSIONS (FSLSM) MENGGUNAKAN METODE PCA ,"Dalam dunia pendidikan dan pengajaran di kelas maupun melalui e-learning, hal utama yang menjadi fokus adalah peserta didik. Bila dikaji dengan cermat, setiap individu mempunyai kemahiran yang berbeda ketika memproses suatu maksud dari sebuah pembelajaran. Oleh sebab itu, perlu dikembangkan konsep adaptivitas gaya pembelajaran yang sesuai. Karena, hal tersebut merupakan faktor penting terhadap prestasi belajar para peserta didik. Dalam tugas akhir ini, membahas tentang analisa gaya belajar siswa Felder-Silverman Learning Style Model (FSLSM) melalui pengambilan data kuisioner ILS. FSLSM merupakan salah satu model gaya belajar yang mengelompokkan menjadi empat dimensi yaitu active atau reflective, sensing atau intuitive, visual atau verbal, dan sequential atau global. ILS merepresentasikan ciri dari dimensi gaya belajar dalam 44 item soal kuisioner. Banyaknya pertanyaan yang mewakili tiap-tiap dimensi sebagai variabel komponen untuk proses pendeteksian, menyebabkan tingkat akurasi dan kecepatan deteksi karakteristik menjadi rendah. Sehingga diperlukan adanya reduksi ciri terhadap pertanyaan-pertanyaan tersebut berdasarkan analisa faktor utama melalui penerapan metode Principal Component Analysis (PCA). Sistem yang telah dibangun dengan penerapan metode PCA mampu mereduksi soal-soal kuisioner dari 44 soal menjadi 16 soal dengan akurasi keberhasilan tertinggi sebesar 71.7%. Pengujian dilakukan pada 400 data kuisioner sebagai data testing sekaligus data training.",Teknik Informatika
87,070411100027,Sistem Pendukung Keputusan Pariwisata Unggulan di Jawa Timur Dengan Visualisasi Geografi Menggunakan Metode FAHP dan MAUT,"Dinas Kebudayaan dan Pariwisata Provinsi Jawa Timur memiliki tujuan yang harus dicapai yang erat kaitannya dengan pemerataan pengetahuan masyarakat mengenai obyek-obyek wisata di seluruh Jawa Timur. Pencapaian tujuan tersebut dapat dilakukan dengan pemanfaatan sumber daya yang dimiliki secara optimal. Prosedur yang ada selama ini belum ada software penetapan obyek wisata unggulan  secara khusus. Untuk itu, perlu dibuat sebuah sistem pendukung keputusan. Salah satu metode yang cocok dalam penelitian ini adalah metode Fuzzy Anayitical Hierarchy Process (FAHP) dan Multi Attribute Utility Theory (MAUT). Metode ini mampu menyeleksi dan mencari alternatif terbaik dari sejumlah pilihan berdasarkan kriteria yang telah ditetapkan dengan mencari nilai pembobotan untuk setiap kriteria beserta perangkingannya. Selain membantu kinerja admin, juga berpengaruh terhadap masyarakat sebagai user yang bisa menggunakan sistem mengingat berwisata merupakan kebutuhan jasmani yang penting tanpa kita sadari karena dapat menghilangkan penat akibat beraktivitas seharian. Hasil penelitian ini mampu menyeleksi pariwisata unggulan dengan perangkingan obyek wisata terbaik sesuai penilaian sistem berdasarkan prioritas kriteria yang telah ditetapkan. Dari hasil uji coba sistem menunjukkan nilai akurasi dalam sistem pendukung keputusan pariwisata unggulan sebesar 80%.Kata Kunci: Sistem Pendukung Keputusan, Fuzzy Analitical Hirarcy Process, Multi Attribute  Utility Theory, Pariwisata Unggulan",Teknik Informatika
88,080411100116,IMPLEMENTASI ALGORITMA BREADTH FIRST SEARCH PADA PEMBUATAN GAME BOB THE ROB BERBASIS ANDROID OS,"Saat ini game telah berkembang pesat, perkembangan game didukung juga dengan angka penjualan device yang semakin tinggi dan terjangkau masyarakat, banyak device yang dapat digunakan bermain game salah satunya adalah Smartphone, jenis game yang populer dan sering dimainkan adalah Brain & Puzzle, game ini menggunakan logika sederhana untuk memainkannya. Tujuan dari penelitian ini adalah untuk menghasilkan game yang dapat dijadikan sebagai media hiburan serta untuk meningkatkan game-game lokal hasil kreatifitas anak bangsa, selain itu Game Bob The Rob juga dapat mengasah ketajaman berfikir dan memecahkan masalah, karena untuk menyelesaikan game tersebut membutuhkan konsentrasi dan cara berfikir yang baik. Salah satu aspek yang menjadi daya tarik game Bob The Rob adalah kecerdasan buatan (Artificial Intelligence), agar game tersebut dapat berjalan dengan baik maka digunakan Algoritma Breadth First Search (BFS). Algoritma BFS digunakan sebagai dasar pemilihan jalan agen cerdas untuk mencari jalan yang dapat dilalui dan penentuan jalur paling optimal. Setelah dijalankan pada smartphone dengan resolusi 320x480 dan 480x800 pixels serta hasil kuesioner yang diedarkan tanggal 15 juli 2013 game Bob The Rob mempunyai animasi yang menarik, mudah dimainkan dan berjalan sesuai dengan harapan.",Teknik Informatika
89,070411100168,Implementasi Algoritma Enkripsi RSA Untuk Aplikasi Komunikasi Berbasis Teks Menggunakan Bluetooth Pada OS Android,"Perkembangan teknologi komunikasi yang begitu cepat memicu perkembangan teknologi telpon seluler sebagai salah satu alat komunikasi modern. Komunikasi data yang diimplementasikan juga beragam, teks, gambar bahkan suara. Medium yang digunakan-pun kini beragam baik itu internet, local connection hingga bluetooth. Bluetooth dapat dipilih sebagai alternatif medium untuk menghubungkan satu perangkat dengan perangkat lain. Ditambah lagi dengan perkembangan android yang belakangan ini juga semakin pesat semakin memberi kemudahan untuk betukar data melalui bluetooth. Bluetooth mampu menghubungkan perangkat yang satu dengan perangkat lainnya. Ini kemudian memungkinkan antar perangkat dapat saling bertukar atau berkirim data. Namun, dalam proses pengiriman data tersebut tidak ada yang dapat menjamin keamanannya. Hal ini yang kemudian membuat proses enkripsi menjadi hal yang penting. Data yang dikirim terlebih dahulu dikodekan sedemikian rupa hingga hanya dengan kunci tertentu kode tersebut dapat dibaca. RSA kemudian muncul sebagai salah satu alternatif algoritma yang dapat digunakan menangani proses enkripsi tersebut. RSA memiliki teknik pemfaktoran yang cukup rumit, hal ini membuat tingkat keamanannya cukup tinggi. Selain itu, RSA juga cocok diaplikasikan dalam platform mobile karena memiliki struktur yang asimetris sehingga tidak terlalu membebani sistem yang dimiliki oleh perangkat mobile tersebut. Pengujian aplikasi ini sudah teruji melalui perhitungan manual dan dari pengambilan dua device yang berbeda. ",Teknik Informatika
90,110411200096,APLIKASI PERINGKAS BERITA ONLINE OTOMATIS MENGGUNAKAN METODE ORDINARY WEIGHTING PADA SITUS PENGUMPUL BERITA,"Berita memiliki peranan penting dalam kehidupan manusia. Saat ini tren memperoleh informasi melalui situs berita online semakin populer. Kebanyakan pembaca ingin memperoleh informasi dari sebuah berita dengan cepat, ringkas dan tidak banyak membuang waktu. Tujuan penelitian ini untuk memberikan kemudahan bagi pembaca untuk mendapatkan informasi terpenting dari suatu berita dengan cepat.Pada penelitian ini, dibangun sebuah aplikasi peringkas berita online otomatis yang dikembangkan menggunakan metode perhitungan Ordinary Weighting. Metode Ordinary Weighting merupakan perhitungan bobot term berdasarkan prinsip TF * IDF dengan menggunakan TF tanpa normalisasi. Tujuan aplikasi ini untuk menghasilkan sebuah ringkasan yang terdiri dari tiga kalimat dengan nilai bobot tertinggi sebagai ringkasan dari suatu artikel berita dengan tetap mempertahankan ide utama dari berita tersebut. Proses evaluasi dilakukan dengan cara membandingkan hasil ringkasan yang dihasilkan oleh sistem dengan ringkasan yang dibuat secara manual oleh koresponden melalui metode kuesioner, dengan prinsip Majority Opinion.Dari hasil penelitian diketahui bahwa kesesuaian hasil ringkasan sistem dengan pengguna yang diperoleh dari kuesioner menunjukkan hasil nilai rata-rata recall sebesar 0.47, precision 0.40 dan rata-rata f-measures sebesar 0.53.",Teknik Informatika
91,070411100067,DISASTER MANAGEMENT SYSTEM MENGGUNAKAN ALGORITMA GENETIKA BERBASIS ANDROID,"Penyusunan dan pembuatan aplikasi Disaster Management untuk Tsunami khususnya di kabupaten Lumajang dibuat untuk membantu tim penyelamat dalam proses evakuasi bencana tsunami. Dalam aplikasi yang telah dirancang tersebut, pengguna (SAR) dapat mengetahui informasi-informasi penting tentang kota Lumajang, khususnya tata letak posko-posko bencana alam yang ada dan juga dapat memberikan masukan berupa posisi SAR saat ini sehingga aplikasi dapat membentuk rute yang dapat dilewati oleh tim SAR. Tujuan dari Tugas Akhir ini adalah untuk membatu dalam memenuhi kebutuhan tim SAR dalam hal informasi rute dan tata letak posko yang ada di kota Lumajang. Agar tujuan ini berhasil dan sesuai dengan yang di inginkan maka aplikasi yang dibuat di bandingkan dengan aplikasi yang telah banyak orang kenal (Google Map). Google Map digunakan sebagai pembanding antara hasil rute yang dibentuk oleh aplikasi, dengan hasil rute yang dibentuk oleh Google Map. Dari proses pembandingan, didapatkan hasil rute yang hampir sama antara aplikasi yang dibuat dengan Google Map, akan tetapi didapatkan nilai jarak yang berbeda. Hal ini dikarenakan sistem yang dibuat menggunakan Algoritma Genetika sebagai penentu rute dan untuk perhitungan jarak menggunakan Haversine. Sedangkan Google Map menggunakan algoritma-nya sendiri dalam proses perhitungan jaraknya. Hasil dari jarak yang didapatkan oleh aplikasi, jarak tempuh dari Posko Kunir ke RSUD Lumajang berjarak 10.81 km. Sedangkan oleh Google Map didapatkan jarak sebesar 15.4 km.",Teknik Informatika
92,060411100779,Pencocokan Obyek Wajah Menggunakan metode SIFT(Scale Invariant Feature Transform),"Pengenalan obyek merupakan penelitian yang menggabungkan konsep citra digital, pengenalan pola, matematika, dan statistik. Pengenalan obyek berarti memberikan klasifikasi terhadap obyek, benda atau bentuk tertentu yang terdapat pada suatu citra digital. Pengenalan obyek umumnya terdiri dari deteksi dan pengenalan. Pada deteksi, komputer mencari dan mengidentifikasi komponen-komponen penting pada suatu citra digital untuk mengetahui ada atau tidaknya obyek yang ingin dikenali pada citra tersebut. Identifikasi wajah adalah salah satu tahap praproses yang sangat penting di dalam sistem pengenalan wajah yang digunakan untuk sistem biometric sebagai proses identifikasi autentik seseorang berdasarkan ciri-ciri yang sesuai dengan citra wajah. Namun dalam penerapan fungsi citra tersebut dibutuhkan keakuratan. Untuk itu diperlukan aplikasi pencocokan obyek wajah guna memberikan informasi identifikasi wajah sebagai bukti autentik seseorang. Aplikasi pencocokan wajah ini menggunakan metode Scale Invariant Feature Transform (SIFT) untuk pendeteksian keypoint. Jumlah keypoint dapat berubah berdasarkan nilai threshold yang ditentukan. Nilai threshold 0,1 pada beberapa citra masukan jumlah keypoint yang berkesesuaian bernilai 0, sehingga tidak dapat dilakukan proses pencocokan obyek wajah. Pada nilai threshold 0,8 jumlah keypoint yang berkesesuaian bernilai sedang dan dapat menunjukan hasil yang diperlihatkan pada result matching. Sedangkan pada nilai threshold 0,9 jumlah keypoint yang berkesesuaian semakin banyak ditemukan, hal ini dapat diproses pada registrasi keypoint dan dapat ditunjukan pada result matching.Kata kunci: Object Recognition, keypoint, SIFT, result matching",Teknik Informatika
93,090411100025,IDENTIFIKASI MODEL GAYA BELAJAR FELDER SILVERMAN BERDASARKAN KARAKTERISTIK BROWSING SISWA DENGAN METODE NAÃVE BAYES CLASSIFIER,"E-Learning merupakan usaha untuk membuat sebuah transformasi proses belajar mengajar di sekolah dalam bentuk digital yang dijembatani oleh teknologi internet. Sudah banyak pembelajaran saat ini yang telah didukung oleh e-learning. Namun, dalam  proses pembelajaran, setiap peserta didik  mempunyai gaya belajar yang berbeda satu sama lain. Gaya pembelajaran yang berbeda tersebut dapat dikelompokkan dengan cara menggunakan tool kuisioner dan secara otomatis. Penelitian ini akan  membahas bagaimana menganalisis gaya belajar peserta didik dan mengelompokkannya dengan  menggunakan  tool  kuisioner serta mengklasifikasi gaya belajar peserta didik menggunkan naÃ¯ve bayes classifier. Dimensi untuk model gaya belajar yang digunakan adalah Felder Silvermen Learning Style Model (FSLSM).Dengan penelitian ini diharapkan agar dapat mengatasi permasalahan keragaman gaya belajar peserta didik sehingga dapat meningkatkan efektivitas pembelajaran e-learning.",Teknik Informatika
94,090411100009,Pengenalan Ekspresi Wajah Menggunakan Local Binary Pattern Dan Gray Level Co-occurrence Matrix.,"Pengenalan wajah sudah berkembang sehingga perkembangan penelitian menjadi lebih canggih untuk membuat aplikasi untuk pengenalan yang dikembangkan dari wajah. Dengan hal yang seperti ini pengenalan, bukan hanya pengenalan wajah namum lebih mengedepankan pengenalan dari bagian wajah misal ekspresi wajah. Wajah merupakan bagian tubuh yang sangat unik yang mampu membuat ekspresi yang bermacam â macam. Meskipun nama filenya telah dirubah, namun tidaklah membuat citra yang ingin dicari kemiripan menjadi rancu karena hal ini tidak didasarkan atas nama dari sebuah file melainkan berdasarkan ciri baik bentuk, warna maupun tekstur. Sistem dibangun dengan proses utamanya yaitu deksriptor tekstur dengan menggunakan metode Local Binary Pattern (LBP) dan ekstraksi fitur tekstur dengan menggunakan Gray Level Co-occurrence Matrix (GLCM). Kemudian hasil dari ekstraksi fitur akan dilakukan pengukuran kemiripan dengan menggunakan metode Euclidean Distance (ED) sehingga ekspresi akan dikenali. Citra training dan citra testing yang dipergunakan sebanyak 203 citra dengan tujuh kelas citra didalamnya. Dari uji coba aplikasi pengenalan ekspresi wajah menggunakan pengukuran kemiripan Euclidean Distance diperoleh akurasi sebesar  45,8 % pada 70 training dan 133 testing serta akurasi tertinggi 81,6 % pada data 154 trainig dan data 49 testing menggunakan citra JAFFE Database dengan ekspresi  marah, jijik, takut, bahagia, netral, sedih dan terkejut sebagai objek ekspresi citra.",Teknik Informatika
95,090411100001,PEMANFAATAN MADM ( MULTIPLE ATTRIBUTE DECISSION MAKING ) PADA PEMILIHAN MAHASISWA BERPRESTASI MENGGUNAKAN ALGORITMA DIA (THE DISTANCE TO THE IDEAL ALTERNATIVE),"Proses pemilihan mahasiswa berprestasi melibatkan banyak atribut/kriteria (multikriteria) dan pengambil keputusan yakni para dewan juri dari tiap kriteria, dalam proses pemilihan manual rentan akan dimanfaatkan oleh pihak yang berkepentingan sehingga dibutuhkan sebuah sistem yang dapat memudahkan para pengguna baik user maupun pemegang keputusan. Untuk memenuhi sistem penilaian tersebut dibutuhkan suatu motode yang memiliki kemampuan multikriteria yaitu MADM (Multiple Attribute Decission Making). Algoritma DIA pada prinsipnya menganut pada metode TOPSIS perbedaanya terletak pada penentuan jarak yang menggunakan manhattan distance, penentuan Positif Ideal Alternatif (PIA) yang memiliki minimal Dj+ , dan maksimal Dj- serta formula dalam urutan nilai pada Ri sebagai penentu perangkingan alternatif. Hasil dari penelitian ini adalah sistem pendukung keputusan yang dibangun dengan metode MADM menggunakan Algoritma DIA dalam menentukan urutan alternatif pemilihan mahasiswa berprestasi yang tepat dari beberapa alternatif dan kriteria. Dari hasil uji coba didapatkan nilai ketepatan 0 yang didapatkan oleh mahasiswa. Hasil uji coba perbandingan antara perhitungan manual dengan perhitungan menggunakan Algoritma DIA adalah berbanding terbalik, jika pada perhitungan manual mahasiswa terpilih adalah yang memiliki nilai maksimum maka pada Algoritma DIA mahasiswa terpilih adalah yang memiliki nilai 0 dalam arti lain nilai minimum diantara peserta lainnya.",Teknik Informatika
96,080411100068,SISTEM PENGENALAN POLA SUARA UNTUK HURUF ALFABET DENGAN MENGGUNAKAN CROSS CORRELATION DAN FAST FOURIER TRANSFORM,"Pengenalan suara merupakan gagasan teknologi yang bertujuan sehingga komputer bisa mengenali suara manusia. Pengenalan suara untuk huruf alfabet merupakan pengucapan suara yang berasal dari suara manusia dan diproses melalui komputer. Dalam penelitian ini menggunakan metode Cross Correlation yang berfungsi untuk menentukan tingkat hubungan kedekatan antara dua buah sinyal yang berbeda. Cara kerja metode Cross Correlation adalah membandingkan kedua sinyal suara untuk menghasilkan beberapa nilai maksimum dan dari beberapa nilai maksimum diperoleh nilai maksimum terbesar yang dikenali sebagai data sinyal suara ketiga. Metode ini digunakan karena proses perhitungannya mudah untuk dipahami. Sedangkan untuk proses ekstraksi fitur suara menggunakan metode Fast Fourier Transform yang berfungsi untuk mentransformasi sinyal frekuensi. Hasil uji coba dengan menggunakan Cross Correlation menunjukkan bahwa sistem ini kurang efisien apabila menggunakan banyak orang yang dijadikan sampel data suara, hal ini terbukti karena pada pengujian skenario lima setelah data dinormalisasi mendapatkan akurasi 38% dengan sampel data lima orang dua kali pengucapan dan akurasi 89% dengan sampel data satu orang lima kali pengucapan. Sedangkan untuk hasil uji coba menggunakan Fast Fourier Transform didapatkan akurasi 65% pada skenario dua dengan sampel data dua orang lima kali pengucapan dan akurasi 6% pada skenario tiga dengan sampel data tiga orang tiga kali pengucapan. ",Teknik Informatika
97,080411100047,KLASIFIKASI DATA MEDIS DENGAN MENGGUNAKAN ALGORITMA CART,"Konsep pohon merupakan salah satu konsep teori graf yang paling penting. Pemanfaatan pohon dalam kehidupan sehari-hari adalah untuk menggambarkan hierarki dan pemodelan persoalan, contohnya algoritma pohon keputusan  CART. Pohon keputusan adalah model prediksi menggunakan struktur pohon atau struktur berhirarki. Pohon keputusan merupakan salah satu metode klasifikasi yang paling populer karena mudah untuk dipahami. CART merupakan algoritma pohon keputusan yang sering digunakan untuk membuat suatu pohon keputusan karena memiliki tingkat akurasi yang tinggi dalam menentukan keputusan. Pada penelitian ini dibangun aplikasi untuk mengklasifikasi data medis. Aplikasi data medis ini menggunakan algoritma CART yang merupakan algoritma pohon keputusan yang sering digunakan karena memiliki tingkat akurasi yang tinggi dalam menentukan keputusan. Dari hasil ujicoba pengukuran kinerja algoritma menggunkanan 2 skenario yang telah dilakukan, dapat disimpulkan bahwa pada skenario 1 Breast Cancer merupakan ujicoba paling efektif karena akurasi yang dihasilkan sama-sama mencapai 92% pada algoritma CART 150:50 dan 100:100 sebesar 92%. Sedangkan algoritma CART memiliki kinerja (precision, recall, dan  accuracy) yang lebih tinggi. dibandingkan algoritma CART Diabetes. Ini terlihat dari nilai akurasi CART 150:50 sebesar 70% sedangkan untuk CART Diabetes 100:100 sebesar  68%.Kata kunci : Pohon Keputusan, CART, Klasifikasi Data Medis, Breast Canser, Diabetes.",Teknik Informatika
